,title,singer,lyrics
659,사랑은 아프다,이승철,"바람이 분다 꽃이 진다
이제는 널 지워본다
사랑했었던 그 날들을
이젠 잊고 싶다 잊고 싶다
안개 속에 눈물처럼
흩어져가는 너의 눈빛
점점 더 깊어진 상처를
건드리고 있어 아플 텐데
그렇게 너를 사랑했던 나
끝없이 나를 미워했던 너
사랑이란 게 사랑이란 게
상처뿐인데 아픈 건데
그 아픈 상처가 날 울려도
그 아픔이 나를 저며와도
내 안에 잠든 너의 기억은
사랑이었다
눈부신 날에 넌 떠났다
다시는 널 볼 수 없었다
손끝에 남긴 너의 눈물
다시 만져본다 또 아플 텐데
그렇게 너를 사랑했던 나
끝없이 나를 미워했던 너
사랑이란 게 사랑이란 게
상처뿐인데 아픈 건데
그 아픈 상처가 날 울려도
그 아픔이 나를 저며와도
내 안에 잠든 너의 기억은
사랑이었다
그 아픈 상처가 날 울려도
그 아픔이 나를 저며와도
내 안에 잠든 너의 기억은
사랑이었다"
660,손톱이 빠져서,이승철,"생각나니 읽어봤니 우리 마지막 편지
구겨버렸지 찢어버렸지 넌 그런 사람이니까
손톱이 다 빠지도록 꼭꼭 눌러 쓴 그 결심을 
나의 마음 속에 여기 어딘가에 여태 박혀져 있는데 
손톱이 빠져서 나 아파 너 없는 혼자인 게 아파
너도 나만큼 많이 아파 넌 그럴리 없겠지만 제발
다시 돌아와 주면 안 돼 제발 
너 없이는 아무것도 안 돼 제발
손톱이 다 자라면 다시 내게 너 돌아와주라

생각나니 그때 그 밤 말 없이 끊긴 전화
그건 나였어 넌 알면서도 참 못되게도 끊더라 
아픈 손 끝 참고 또 참아도 그래도 난 좋았어
순간뿐이라도 잠시 뿐이라도 함께 있는 것 같아서
손톱이 빠져서 나 아파 너 없는 혼자인 게 아파
너도 나만큼 많이 아파 넌 그럴리 없겠지만 제발
다시 돌아와 주면 안 돼 제발 
너 없이는 아무것도 안 돼 제발
손톱이 다 자라면 다시 내게 너 돌아와주라

손톱이 빠져서 나 아파 너 없는 혼자인 게 아파
너도 나만큼 많이 아파 넌 그럴리 없겠지만 제발
다시 돌아와 주면 안 돼 제발 
너 없이는 아무것도 안 돼 제발
손톱이 다 자라면 다시 내게 너 돌아와주라
손톱이 다 자라면 다시 내게 너 돌아와주라"
661,달링 (OST Ver.),이승철,"그대가 가는 줄도 몰랐어 그때 난 
들리고 보이지도 않았어 그때 난 정말
뜻 모를 그 말 한마디 남긴 채로 가는 네게 
멈춰 가지 말라고 가지 말라고 말해 

내 꿈속에 달링 우우우우 
어서 내게로 달려와줘 
늦어도 좋아 내 마음 다시 
두드려줘요 예전처럼 

오오 뜻 모를 그 말 한마디 남긴 채로 가는 네게 
멈춰 가지 말라고 가지 말라고 말해 

내 꿈속에 달링 우우우우 
어서 내게로 달려와줘 
늦어도 좋아 내 마음 다시 
두드려줘요 예전처럼 

지금 이 순간 넌 넌 넌 
보고픈 내 그대는 어디에 
내 사랑 받지도 못한 채 
들리는 그 목소리가 다시

내 꿈속에 달링 우우우우 
어서 내게로 달려와줘 
늦어도 좋아 내 마음 다시 
두드려줘요 예전처럼 
꿈속의 달링
어서 내게로 달려와줘 
늦어도 좋아 내 마음 다시 
두드려줘요 예전처럼 
늦어도 좋아 내 마음 다시 
두드려줘요 예전처럼"
662,추억이 같은 이별,이승철,"바람은 왜 내게 쓸쓸하다 했을까.. 
어차피 헤매이다 내게 왔는걸..
그리도 지친 마음 달랠 길 없었나.. 
무너진 가슴 느끼며..

흔들린 너의 어깰 처음으로 보았지 
힘겨운 너의 눈빛과 체온을..
먼길을 홀로 떠날 준비를 하는지 
너무 외로운 니얼굴..

나를 위한 이별인줄 알고있었어..
허나 날 위한 너의 생각은 더 가슴아픈걸..
매마른 너의 허탈한 목소리속에.. 
더한 사랑이 더한 눈물이 날 흐느끼게해..

추억이 같아 헤어져야만 해도 
이별의 아픔 우리 같을텐데
추억이 같아 행복할 수만 있다면 
이대로 우리 이별할 수 있어
추억이 같은 이유로..

바람은 왜 내게 쓸쓸하다 했을까.. 
어차피 헤매이다 내게 왔는걸..
그리도 지친 마음 달랠 길 없었나.. 
무너진 가슴 느끼며..

나를 위한 이별인줄 알고있었어.. 
허나 날 위한 너의 생각은 더 가슴아픈걸..
매마른 너의 허탈한 목소리속에.. 
더한 사랑이 더한 눈물이 날 흐느끼게해..

추억이 같아 헤어져야만 해도 
이별의 아픔 우리 같을텐데..
추억이 같아 행복할 수만 있다면 
이대로 우리 이별할 수 있어..
추억이 같은 이유로.."
663,듣고 있나요,이승철,"끝내 우린 스쳐가나요
기억 넘어 서로를 지워야하나요
내게 사랑이준 깊은 상처는
어떻게 견디며 살아야하는지
매일 아픈 그리움 속에 가슴 텅빈채 살아도
그대를 사랑했던 일 그것만은 죽어도 나 후회하지 않아요

그대가 보고 싶을 때 미칠 듯 보고 싶을 때
그저 한 번씩 나 이렇게 남모르게 울면 돼요
잊지 말아요 그대여 잊지 말아요
내가 늘 그대의 곁에 있음을
사랑해요 그대 지금 듣고 있나요

그대 내게 올수 없어도 아직 이별은 아니죠
먼길을 돌아 언젠가 내게 돌아오려고 떠나는 길일테니깐

그대가 보고 싶을 땐 미칠 듯 보고 싶을 땐
그저 한 번씩 나 이렇게 남모르게 울면 돼요
잊지 말아요 그대여 잊지 말아요
내가 늘 그대의 곁에 있음을
사랑해요 그대 지금 듣고 있나요

언제라도 그댈 기다릴게요
먼저 그대가 날 잊는다 해도 워우워
사랑하니깐 내가 더 사랑하니까
그대 눈물도 외로움도 내가 다가져갈게요
울지 말아요 그대여 울지 말아요
세상이 그대를 슬프게해도
사랑해요 그대 지금 듣고 있나요"
664,그 사람,이승철,"그 사람 날 웃게 한 사람
그 사람 날 울게 한 사람
그 사람 따뜻한 입술로 내게 
내 심장을 찾아준 사람

그 사랑 지울 수 없는데 
그 사랑 잊을 수 없는데
그 사람 내 숨 같은 사람
그런 사람이 떠나가네요

그 사람아 사랑아 아픈 가슴아
아무것도 모르는 사람아 
사랑했고 또 사랑해서
보낼 수 밖에 없는 사람아 
내 사랑아 내 사랑아~~~~내 사랑아"
665,비 오는 거리에서,이승철,"그렁 고인 눈물이
오늘도 떨어지네요
하나 둘 들리는 
저 빗소리 혹시
그 때처럼 
혼자서 울고있는지
우 나의 그리움이
우 닿을 수 없어도
내 귓가에 맴도는 
슬픈 노랫소리
너의 사랑이 들리네요
비가 내리는 거리를 
혼자 걷고
너 없는 빈자리 채워봐도
눈물 뿐인 사랑 내 사랑 
아직 그대론데
워우우 워 비가 내리는 거리에 
나 혼자 남아서
눈물이 비 되어 흐를때면
우 우 우 우 울죠
비가 내리는 거리를 혼자 걷고
너 없는 빈자리 채워봐도
눈물 뿐인 사랑 내 사랑
아직 그대론데
워우우 워 비가 내리는 거리에 
나 혼자 남아서
눈물이 비되어 흐를때면
우 우 우 우 울죠
우 우 우 우 울죠"
666,잠도 오지 않는 밤에,이승철,"창밖을 보면 비는 오는데
괜시리 마음만 울적해
울적한 마음을 달랠수가 없네
잠도 오지 않는 밤에
두 눈을 감고 잠을 청해도
비오는 소리만 처량해
비오는 소리에 내 마음 젖었네
잠도 오지 않는 밤에
문득 떠오르는 떠나간 그대의 모습을
지우려 하는데도 자꾸만 생각이 나네
그대도 나를 기억하는지
알수는 없지만 이렇게
그리운 그 모습 마음에 남았네
잠도 오지 않는 밤에

문득 떠오르는 떠나간 그대의 모습을
지우려 하는데도 자꾸만 생각이 나네
그대도 나를 기억하는지
알수는 없지만 이렇게
그리운 그 모습 마음에 남았네
잠도 오지 않는 밤에
잠도 오지 않는 밤에
잠도 오지 않는 밤에"
667,Never Ending Story,이승철,"함께 불러요 Never Ending Story
손 닿을 수 없는 저기 어딘가 
오늘도 넌 숨쉬고 있지만 
너와 머물던 작은 의자위엔 
같은 모습의 바람이 지나네 

너는 떠나며 마치 날 떠나가듯이 
멀리 손을 흔들며 
언젠간 추억에 남겨져 갈꺼라고 

그리워하면 언젠간 만나게 되는 
어느 영화와 같은 일들이 이뤄져가기를 
힘겨워한 날에 너를 지킬수 없었던 
아름다운 시절속에 머문 그대이기에 

너는 떠나며 마치 날 떠나가듯이 
멀리 손을 흔들며 
언젠간 추억에 남겨져 갈꺼라고 

그리워하면 언젠간 만나게 되는 
어느 영화와 같은 일들이 이뤄져가기를 
힘겨워한 날에 너를 지킬 수 없었던 
아름다운 시절속에 머문 (그대여)

그리워하면 언젠간 만나게 되는 
어느 영화와 같은 일들이 이뤄져가기를 
힘겨워한 날에 너를 지킬수 없었던 
아름다운 시절속에 머문 그대이기에"
668,색깔속의 비밀,이승철,"그렇게 서있는 니모습 뭔가 감춰져있어
말하고 싶진 않겠지만 애써 감추면 뭘해
비개면 오후에 길가에 고개숙인 널보면 
지나친 사람들 눈에도 넌 색깔속의 비밀
언제나 적당한 얼굴로 니 맘이 숨겨질까
차라리 부끄런 얼굴로 허전하다 내게 말해보렴 
안기고 싶은 이유와 더불어 안기기 싫은 이유도 있을걸
그건 더이상 어떤 비밀은 아냐
사랑하고 싶어지는 이유와 사랑하지 못하는 이유들은
그건 더이상 내겐 색깔속의 비밀일뿐"
669,마지막 나의 모습,이승철,"당신을 알고 사랑을 알고 
당신 때문에 배운 이별
시들은 꽃처럼 창백한 얼굴로 
돌아서는 이 밤
사랑이 나를 내가 사랑을 
아무 일 없듯 떠나보냈나
슬픔을 감추며 멀어진 그대
허탈한 뒷모습

난 모르겠어 떠난 그 이유 
다시는 사랑할 수 없다는 걸
난 알고 싶어 그대 그 마음 
왜 나를 외면해야 했는지

외로움에 지쳐 버린 
사랑했던 사람들의 고독들이
꺼져가는 불빛 따라 
흔들리듯 걷고 있는 내 모습이
너무 초라해 보이면 싫어

난 모르겠어 떠난 그 이유 
다시는 사랑할 수 없다는 걸
난 알고 싶어 그대 그 마음 
왜 나를 외면해야 했는지

외로움에 지쳐 버린 
사랑했던 사람들의 고독들이
꺼져가는 불빛 따라 
흔들리듯 걷고 있는 내 모습이
너무 초라해 보이면 싫어"
670,그대가 나에게,이승철,"나의 어깨를 두드리면서 
한없이 먼 길을 가라 했지 
그 길은 너무 먼 곳이기에
멍하니 그대 눈만 보았어
그대가 나에게 숨겨왔던 말 
날 위해 떠나보내리라고 
나 몰래 흘려왔었던 눈물
아직도 그댈 울리고 있어

그대가 나에게 말해왔던 얘기 
내게는 중요하진 않았어
이렇게 나를 떠나보내기 위한 
얘긴 줄 몰랐던 거야

나의 어깨를 두드리면서 
한없이 먼 길을 가라 했지 
그 길은 너무 먼 곳이기에 
멍하니 그대 눈만 보았어

그대가 나에게 말해왔던 얘기 
내게는 중요하진 않았어 
이렇게 나를 떠나보내기 위한 
얘긴 줄 몰랐던 거야 

그대가 나에게 숨겨왔던 말 
날 위해 떠나보내리라고 
나 몰래 흘려왔었던 눈물 
아직도 그댈 울리고 있어"
671,MY LOVE,이승철,"사랑해 그 말은 무엇보다 아픈 말 
숨죽여서 하는 말 이젠 하기 힘든 말
Oh~~ 햇살이 밝은 아침보다 밤의 달빛이 어울려요
이별의 그 입맞춤 잠시 접어둔 채 이대로 이렇게

힘껏 안아줄게 널 그리고 말할게
나 이렇게 너를 외치면서 My love
넌 보지 못할 내 마지막 눈물
힘껏 안아줄게 널 그리고 보낼게
나 또 한번 너를 외치면서 My love
넌 듣지 못할 사랑한단 내 말

괜찮아 그 말은 안쓰러운 거짓말야
애쓰면서 웃어도 우린 그저 눈물만

Oh~~~ 햇살이 밝은 아침보다 밤의 달빛이 어울려요
이별의 그 입맞춤 잠시 접어둔 채 이대로 이렇게

힘껏 안아줄게 널 그리고 말할게
나 이렇게 너를 외치면서 My love
넌 보지 못할 내 마지막 눈물
힘껏 안아줄게 널 그리고 보낼게
나 또 한번 너를 외치면서 My love
넌 듣지 못할 사랑한단 내 말

힘껏 안아줄게 널 그리고 말할게 
나 이렇게 너를 외치면서 My love
넌 보지 못할 내 마지막 눈물

힘껏 안아줄게 널 그리고 보낼게
나 또한번 너를 외치면서 My Love
넌 듣지못할 사랑한다 내 말

My Love"
672,넌 또 다른 나,이승철,"나른한 햇살이 내 머리칼 비출 때 불현듯 난 말하고팠어
이럴 땐 촛불이 더욱 어울리지만 지금 내 입 속에 소용돌이치는 한 마디
내 눈감는 날까지 널 곁에 두고싶다는

세상 끝에 홀로 버려진 나를 어느새 넌 다독거렸지 헤아려주고
그래 나 살고픈 이유는 바로 너

사소한 일들로 많이도 다퉜지 그래서 오늘까지 왔어
작은 어려움도 같이 염려해줬고 속 깊은 대화도 나눌 수가 있었던 거야
알아주길 바래 넌 또 다른 나인걸

세상 끝에 홀로 버려진 나를 어느새 넌 다독거렸지 헤아려주고
그래 나 살고픈 이유는 바로 너"
673,기억 때문에,이승철,"숨막히듯 사랑에 빠진날 
내 전부가 된 그댈 잃던 날 
왜 운명은 잔인하기만 한지 
두눈을 감고 애써 외면해 보지만 
더 가까이 다가만 오는 그 시절 

그때 기억때문에 하루를 버텨요 
이렇게도 아프기만한 기억이 
내 가슴에 그대 아직 남아서 
눈물 흘리고 난 또 그만큼 그대를 채워요 

처음 사랑을 고백했던날 
또 이별을 말해야 했던 날 
그 상처들 아직 남아 있는지 
바라고 바랄뿐이죠 이젠 나앗기를 
또 이런날 원망해주기를 제발 

그때 기억때문에 하루를 버텨요 
이렇게도 아프기만한 기억이 
내 가슴에 그대 아직 남아서 
눈물 흘리고 난 또 그만큼 그대를 채워요 

그때 기억때문에 하루를 버텨요 
이렇게도 아프기만한 기억이 
내 가슴에 그대 아직 남아서 
눈물 흘리고 난 또 그만큼 그대를 채워 
가질수 없는 그대 곁으로

이렇게도 아프기만한 기억이 
내 가슴에 그대 아직 남아서 
눈물흘리고 난 또 그만큼 그대를 채워요"
674,뒤돌아보면,이승철,"눈물겹게도 머물다 갔네요

그대 전부인 내 맘도 모르고

웃어도 이렇게 아픈데 

울어도 못 잊을 그대여

뒤돌아보면 사랑했던 나 

생각해보면 바보같은 나

그대 가슴에 살고 그댈 지울 수 없는 

미워해도 못 잊을 사람



미련스럽게 오늘도 울어요

와줄 리 없는 그 맘 다 알면서

숨겨도 눈물이 넘치는 힘겨운 하루가 또 가요

뒤돌아보면 사랑했던 나

생각해보면 바보같은 나

그대 가슴에 살고 그댈 지울 수 없는 

미워해도 못 잊을 사람

너무 그리울텐데 시간이 가도 미련만 더해갈 텐데

뒤돌아보면 멀어지는 너

정말 우리는 헤어졌나요

마지막 고인 눈물 

아직 사랑하는데

이제 그만 잊으라네요"
675,그런 말 말아요,이승철,"먼저 말하지는 말아요 또 안 그래도 보내 줄테니
이별의 말 그 고백은 하지 말아요 
웃으면서 날 떠나가요

또 그런 말은 말아요 내 가슴에 기대어
조금만 아주 조금만 더 그냥 있다가면 돼

또 그런 말은 말아요 사랑이 다 그래요
미치듯 사랑한만큼 또 아픈걸 그래
그런말 말아요 
내일부터 걱정 이네요 그 좋았던 날 가버린거죠
이별은 아냐 아냐 정말 

또 그런 말은 말아요 내 가슴에 기대어
조금만 아주 조금만 더 그냥 있다가면 돼

또 그런 말은 말아요 사랑이 다 그래요
미치듯 사랑한만큼 또 아픈걸 그래
그런말 말아요"
676,인연,이승철,"눈을 떠 바라보아요 그댄 정말 가셨나요
단 한번 보내 준 그대 눈빛은 날 사랑했나요

또 다른 사랑이 와도 이젠 쉽게 허락되진 않아
견디기 힘들어 운명 같은 우연을 기다려요
지워 질 수 없는 아픈 기억들
그리워하면서도 미워하면서도 난 널

너무 사랑했었나봐요 그댈
보고 싶은 만큼 후회 되겠죠
같은 운명처럼 다시 만난다면
차마 볼 수 없음에 힘겨운 눈물을 흘리죠
나는 정말 그댈 사랑해요"
677,사랑 참 어렵다,이승철,"사랑은 정말 있기는 한 거니 
내 맘을 다줘도 왜 항상 떠나가는지
다시 사랑할수 없을것 같아 사랑 참 어렵네요
문득 보고싶어서 문득 그리워져서
하루에도 몇번씩 아파 내 멍든 가슴을 온통 너로 가득차
난 아무것도 할수가 없어 워~
사랑 참 어렵다 어렵다 너무 힘들다
있는 그대로 날 바라보면 괜찮을 텐데
사랑 참 어렵다 어렵다 많이 아프다
내 모든걸 다 주어도 부족한 사랑 참 어렵다


여기까지가 우리 인연인가봐
니가 행복하다면 이별도 사랑이니까
다시 사랑하면 아프지 말자 사랑 참 어렵네요
문득 보고 싶어서 문득 그리워져서
하루에도 몇번씩 아파
내 멍든 가슴은 온통 너로 가득차 난 아무것도 할수가 없어
사랑 참 어렵다 어렵다 너무 힘들다
있는 그대로 날 바라보면 괜찮을텐데
사랑 참 어렵다 어렵다 많이 아프다
내 모든 걸 다 주어도 부족하니까~
( 사랑 참 어렵다 어렵다 )
있는 그대로 날 바라보면 괜찮을텐데
사랑 참 어렵다 어렵다 많이 아프다
내 모든 걸 다 주어도 부족한 사랑 참 어렵다"
678,달링 (OST Ver.),이승철,"그대가 가는 줄도 몰랐어 그때 난 
들리고 보이지도 않았어 그때 난 정말
뜻 모를 그 말 한마디 남긴 채로 가는 네게 
멈춰 가지 말라고 가지 말라고 말해 

내 꿈속에 달링 우우우우 
어서 내게로 달려와줘 
늦어도 좋아 내 마음 다시 
두드려줘요 예전처럼 

오오 뜻 모를 그 말 한마디 
남긴 채로 가는 네게 
멈춰 가지 말라고 가지 말라고 말해 

내 꿈속에 달링 우우우우 
어서 내게로 달려와줘 
늦어도 좋아 내 마음 다시 
두드려줘요 예전처럼 

지금 이 순간 넌 넌 넌 
보고픈 내 그대는 어디에 
내 사랑 받지도 못한 채 
들리는 그 목소리가 다시

내 꿈속에 달링 우우우우 
어서 내게로 달려와줘 
늦어도 좋아 내 마음 다시 
두드려줘요 예전처럼 
꿈속의 달링
어서 내게로 달려와줘 
늦어도 좋아 내 마음 다시 
두드려줘요 예전처럼 
늦어도 좋아 내 마음 다시 
두드려줘요 예전처럼"
679,달링 (프로듀사 OST) (프로듀사 OST),이승철,"그대가 가는 줄도
몰랐어 그때 난
들리고 보이지도
않았어 그때 난 정말
뜻 모를 그 말 한마디
남긴 채로 가는 네게
멈춰 가지 말라고
가지 말라고 말해
내 꿈속에 달링 우우우우
어서 내게로 달려와줘
늦어도 좋아 내 마음 다시
두드려줘요 예전처럼
뜻 모를 그 말
한마디 남긴 채로 가는 네게
멈춰 가지 말라고
가지 말라고 말해
내 꿈속에 달링 우우우우
어서 내게로 달려와줘
늦어도 좋아 내 마음 다시
두드려줘요 예전처럼
지금 이 순간 넌 넌 넌
보고픈 내 그대는 어디에
내 사랑 받지도 못한 채
들리는 그 목소리가 다시
꿈속에 달링 우우우우
어서 내게로 달려와줘
늦어도 좋아 내 마음 다시
두드려줘요 예전처럼
꿈속의 달링 우우우우
어서 내게로 달려와줘
늦어도 좋아 내 마음 다시
두드려줘요 예전처럼
늦어도 좋아 내 마음 다시
두드려줘요 예전처럼"
680,너 때문에 눈물 흘린다,이승철,"참 오랫만에 너를 만나게된 날 
모두 잊었다고 생각했던 날
누군가와 전화하는 너의 모습에
가슴 아파서 입술을 깨물어야 했다

혹시나 니가 다시 돌아올까봐
추억만 붙들고 널 기다리다
이미 다른 사람 찾아 행복한 너였기에
가슴 아파도 꾹 참고 다 지웠는데

뒷서가면 버릇처럼 엎히고 싶고
너를 앞서가면 그때처럼 안기고 싶어
헤어지면 내민 손도 놓지 못할까봐
그냥 손 흔들고 허둥대며 돌아섰지만

자꾸만 네게로 내맘은 달리고 또 달렸다
자꾸만 웃어도 눈물은 흐르고 또 흘렀다
내가 왜 우는지 나조차 모르는데도 
아직도 나는 너 때문에 눈물 흘린다~oh~~~!!!

뒷서가면 버릇처럼 엎히고 싶고
너를 앞서가면 그때처럼 안기고 싶어
헤어지면 내민 손도 놓지 못할까봐 
그냥 손 흔들고 허둥대며 돌아섰지만

자꾸만 네게로 내맘은 달리고 또 달렸다
자꾸만 웃어도 눈물은 흐르고 또 흘렀다
내가 왜 우는지 나조차 모르는데도
아직도 나는 너 때문에 눈물 흘린다.~oh~~~!!

자꾸만 네게로 내맘은 달리고 또 달렸다
자꾸만 웃어도 눈물은 흐르고 또 흘렀다
내가 왜 우는지 나조차 모르는데도
아직도 나는 너 때문에 눈물 흘린다.~oh~~!! 
아직도 나는 너 하나만 사랑하나봐~
이젠 널 잊어"
681,그런 사람 또 없습니다,이승철,"천번이고 다시 태어난 데도 그런 사람 또 없을테죠
슬픈 내 삶을 따뜻하게 해준 참 고마운 사람입니다
그런 그댈 위해서 나의 심장쯤이야 얼마든 아파도 좋은데

사랑이란 그 말은 못해도 먼곳에서 
이렇게 바라만 보아도
모든걸 줄수 있어서 사랑 할수 있어서 
난 슬퍼도 행복 합니다

나 태어나 처음 가슴 떨리는 
이런 사랑 또 없을테죠
몰래 감추듯 오랜 기억속에 
단 하나의 사랑 입니다
그런 그댈 위해서 아픈 눈물쯤이야 
얼마든 참을수 있는데

사랑이란 그말은 못해도 
먼곳에서 이렇게 바라만 보아도
모든걸 줄수 있어서 사랑할수 있어서
난 슬퍼도 행복 합니다

아무것도 바라지않아도 그대 
웃어준다면 난 행복할텐데
사랑은 주는거니까 그저 
주는거니까 난 슬퍼도 행복합니다"
682,얼마나 더 울어야해,이승철,"얼마나 더 울어야 해 너와 함께한 추억 속에서
얼마나 더 헤매야 해 니가 없어진 텅 빈 거리를
얼마나 더 울어야 해 저며오는 아픈 기억에
얼마나 더 불러야 해 너를 향한 슬픈 노래를
얼마나 아파해야 해 얼마나 후회해야 해
얼마나 그리워 그리워 너를 불러야 해
얼마나 무너져야 해 얼마나 부서져야 해
니가 내 멈춰진 인생에 다시 찾아오려면
얼마나 더 울어야 해 저며오는 아픈 기억에
얼마나 더 불러야 해 너를 향한 슬픈 노래를
얼마나 더 울어야 해 저며오는 아픈 기억에
얼마나 더 불러야 해 너를 향한 슬픈 노래를
얼마나 더 울어야 해 너와 함께한 추억 속에서
얼마나 더 헤매야 해 니가 없어진 텅 빈 거리를
얼마나 더 울어야 해 너와 함께한 추억 속에서
얼마나 더 헤매야 해 니가 없어진 텅 빈 거리를"
683,그런 사람 또 없습니다,이승철,"천번이고 다시 태어난대도 그런 사람 또 없을테죠
슬픈 내 삶을 따뜻하게 해준 참 고마운 사람입니다
그런 그댈 위해서 나의 심장 쯤이야 얼마든 아파도 좋은데
사랑이란 그 말은 못해도 먼곳에서 이렇게 바라만 보아도
모든걸 줄수 있어서 사랑 할수 있어서 난 슬퍼도 행복 합니다


나 태어나 처음 가슴 떨리는 이런 사랑 또 없을테죠
몰래 감추듯 오랜 기억속에 단 하나의 사랑 입니다
그런 그댈 위해서 아픈 눈물 쯤이야 얼마든 참을수 있는데
사랑이란 그말은 못해도 먼곳에서 이렇게 바라만 보아도
모든걸 줄수 있어서 사랑할수 있어서 난 슬퍼도 행복 합니다


아무것도 바라지않아도 그대 웃어준다면 난 행복할텐데
사랑은 주는거니까 그저 주는거니까 난 슬퍼도 행복합니다"
684,너의 곁으로,이승철,"자고 나면 또 다른 세상
눈을뜨면 꿈 같은 세상

누군가 옆에 있었지 아무말 없이
그게 너라고 믿어지진 않지만
차가운 네 입술을 굳게 다문채
내게 이별을 말하네 

*이제야 너의 맘을 알겠어
사랑한다면 어떤 조건도 필요치 않아
따스했던 너의눈빛은 어떤 말보다
더욱 진실한 사랑이었다는걸
자고 나면 또 다른 세상
그어디서 널 찾을수 있을까
눈을 뜨면 꿈 같은 세상
내영혼은 너의 곁으로

언제나 함께 했었지 어떤 고통도
우린 영원히 함께 할거라 믿었지
세상이 우릴 서로 갈라놓지만
우리의 끝은 아니야

*Repeat

워~니가 다음 세상 어디에있어도 찾을거야
워~다시 시작이야 내영혼은 너의 곁으로

자고나면 또 다른세상
그 어디서 널 찾을수 있을까
눈을뜨면 꿈 같은 세상
내 영혼은 너의 곁으로

언제나 함께 했었지 어떤 고통도
우린 영원히 함께 할거라 믿었지
세상이 우릴 서로 갈라 놓지만
우리의 끝은 아니야"
685,넌 잊었는지,이승철,"눈내린 새벽에 설레임도
오후에 햇살의 따뜻함도
그 어떤 노래도 눈부신 아름다움도
너를 잃은 슬픔에 빛을 잃고
힘없이 술잔에 날 기댄 채
빛 바랜 사진에 넋을 잃고
다시 떠 오르는 너와의 추억에 잠겨
다른 말은 다 잊은 사람처럼
이렇게 사랑해 사랑해 불러봐도
이렇게 애타게 애타게 불러봐도
다시 너의 자릴 채운 그 어떤것도
남아 있지 않은 날들 넌 잊었는지

창밖엔 달빛도 잠이 들고
아무도 없는 외로운 이밤
다시 떠 오르는 너와의 추억에 잠겨
다른 말은 다 잊은 사람처럼
이렇게 사랑해 사랑해 불러봐도
이렇게 애타게 애타게 불러봐도
이젠 돌아갈 수 없는 너의 등뒤에 서서
홀로 남아 이렇게 너의 이름 불러봐도 예이예에
너를 잃고 헤매던
많은 나날 속에도
견뎌 낼 수 없는 아픔에 후회해도 워우워
이렇게 사랑해 사랑해 불러봐도
이렇게 애타게 애타게 불러봐도
이젠 돌아갈 수 없는 너의 등 뒤에서 서서
홀로 남아 이렇게 너의 이름 불러봐도

이렇게 사랑해 사랑해 불러봐도
이렇게 애타게 애타게 불러봐도
이젠 돌아갈 수 없는 너의 등뒤에 서서
홀로 남아 이렇게 너의 이름 불러봐도"
686,말리꽃,이승철,"얼마나 더 견뎌야 하는지
짙은 어둠을 헤매고 있어
내가 바람 꿈이라는 것은 없는걸까

더 이상은 견딜 수 없는 것
지친 두 눈을 뜨는 것 마저
긴 한숨을 내쉬는것조차 난 힘들어

이렇게 난 쓰러진채로 끝나는 건 아닐까?
항상 두려웠지만
지금 내가 가야할 세상속에 네가 있기에

지쳐쓰러지며 되돌아가는 내 삶이 초라해 보인데도
죽어진 네 모습과 함께 한다면 이제 갈 수 있어

소중하게 남긴 너의 꿈들을 껴안아 네게 가져가려해
어두운 세상속에 숨쉴 날들이 이제 잊혀지도록

지쳐쓰러지며 되돌아가는 내 삶이 초라해 보인데도
죽어진 네 모습과 함께 한다면 이제 갈 수 있어

소중하게 남긴 너의 꿈들을 껴안아 네게 가져가려해
어두운 세상속에 숨쉴 날들이 이제 잊혀지도록"
687,Love Is,이승철,"몰랐었어 나 참 나쁘지
왜 그렇게 당하고도 몰라
이 바보야 아직 모르니 니 옆에 난 사랑 절대 아냐
왜냐고 물어보진 마 다시 왜 또 흔들어놔
사실은 단 한순간도 한순간도 잊지 못한 사랑
꼭 잡은 우리 둘 추억 두 눈에 붉게 붉게 물들어버려
사랑은 단 한순간도 머물지 못한 채 떠났나 봐
꼭 잡은 내 가슴 어디 하얗게 하얗게 또 그림 그려 놔

사랑해요 

몰랐었어 나 참 약하지
왜 그렇게 보면서도 몰라
이 바보야 아직 모르지 니 옆에만 다가서면 울어
왜냐고 물어보진 마 다시 나 또 힘들어 져
사실은 단 한순간도 한순간도 잊지 못한 사랑
꼭 잡은 우리 둘 추억 두 눈에 붉게 붉게 물들어버려
사랑은 단 한순간도 머물지 못한 채 떠났나봐
꼭 잡은 내 가슴 어디 하얗게 하얗게 그림 그려 놔

사랑해요"
